marca;modelo;ano;tipo_carroceria;tipo_combustivel;transmissão;quilometragem;preço;condição;estado;uf;pais;idade;km_ano
BMW;X5;2009;Sedan;Plug-in Hybrid;Automatic;216214;1291,00;fair;Nagaon;DL;India;16;13513,38
Tesla;Model 3;2024;Hatchback;Petrol;Automatic;11402;30484,00;excellent;West Robert;VIC;Australia;1;11402,00
Mahindra;Bolero;2014;Pickup;Petrol;Manual;155283;1196,00;salvage;Port Cynthiafort;QLD;Australia;11;14116,64
Kia;Seltos;2013;Van;CNG;Manual;107651;2698,00;new;Brito;RJ;Brazil;12;8970,92
Ford;Escape;2018;Pickup;Electric;Automatic;73430;11395,00;good;Bremen;RP;Germany;7;10490,00
Skoda;Kushaq;2015;SUV;Diesel;Manual;111289;3656,00;good;Cape Town;FS;South Africa;10;11128,90
Hyundai;i20;2016;MPV;Petrol;Automatic;146201;2115,00;fair;Harrisborough;VIC;Australia;9;16244,56
Kia;Sportage;2016;SUV;Petrol;DCT;102737;4582,00;good;Grimesfurt;GA;US;9;11415,22
Mahindra;Scorpio;2006;Sedan;Hybrid;Automatic;418428;1298,00;excellent;Gurgaon;TG;India;19;22022,53
Skoda;Octavia;2020;Crossover;Petrol;Automatic;76321;8636,00;good;Pacheco do Amparo;SP;Brazil;5;15264,20
Mercedes-Benz;C-Class;2020;MPV;Petrol;Automatic;83254;13712,00;like new;Jillmouth;SCT;UK;5;16650,80
Chevrolet;Equinox;2017;Sedan;CNG;CVT;139129;4374,00;good;Kemnath;BW;Germany;8;17391,12
Audi;A4;2020;Coupe;Petrol;Automatic;57805;16392,00;good;East London;EC;South Africa;5;11561,00
Audi;A6;2013;Convertible;Petrol;Automatic;144707;3477,00;good;Port Judith;ENG;UK;12;12058,92
Audi;A4;2021;SUV;Plug-in Hybrid;Automatic;47403;33671,00;excellent;Chartier;IDF;France;4;11850,75
Tesla;Model Y;2025;MPV;Electric;Manual;102993;55768,00;excellent;Maryberg;QC;Canada;0;13684,21
Mahindra;Scorpio;2023;SUV;Diesel;Automatic;32031;15594,00;good;Hopemouth;NIR;UK;2;16015,50
Hyundai;Creta;2021;Crossover;Diesel;Automatic;67479;14802,00;excellent;Imphal;RJ;India;4;16869,75
Mahindra;Scorpio;2025;Convertible;Petrol;Automatic;102993;27308,00;good;West Jasonland;IL;US;0;13684,21
Skoda;Slavia;2024;Van;CNG;Manual;20369;20154,00;fair;Thibault-sur-Berger;IDF;France;1;20369,00
Ford;F-150;2020;MPV;Electric;Automatic;62636;11981,00;excellent;North Jamesshire;BC;Canada;5;12527,20
Toyota;Corolla;2015;Coupe;Petrol;Automatic;116397;3554,00;excellent;Caldeira;PE;Brazil;10;11639,70
Volkswagen;Taigun;2013;Sedan;Petrol;Automatic;97058;2109,00;good;Lake Richard;SCT;UK;12;8088,17
Honda;Accord;2021;Van;Hybrid;Manual;62158;11515,00;excellent;West David;VIC;Australia;4;15539,50
Toyota;Fortuner;2019;Coupe;Electric;Automatic;38879;6828,00;salvage;Port Kirkland;TX;US;6;6479,83
Volkswagen;Tiguan;2020;Hatchback;Petrol;Automatic;118244;5218,00;fair;Günzburg;SN;Germany;5;23648,80
Mahindra;XUV700;2007;Pickup;CNG;CVT;392202;1191,00;excellent;富津市;Osaka;Japan;18;21789,00
Volkswagen;Tiguan;2019;Coupe;Diesel;Automatic;128756;7345,00;good;Sainte Alfred;PDL;France;6;21459,33
Maruti;Dzire;2012;MPV;Hybrid;Automatic;261723;1191,00;new;Coimbatore;MH;India;13;20132,54
Mahindra;Scorpio;2020;MPV;Petrol;Automatic;125787;4703,00;fair;鎌ケ谷市;Kanagawa;Japan;5;25157,40
Ford;Explorer;2010;Pickup;Petrol;Automatic;218671;1492,00;good;Durban;NW;South Africa;15;14578,07
Hyundai;i20;2024;Crossover;Petrol;Automatic;8067;24817,00;good;Johannesburg;MP;South Africa;1;8067,00
Mahindra;Scorpio;2009;Hatchback;Hybrid;Automatic;174523;1314,00;excellent;Teixeira das Flores;SP;Brazil;16;10907,69
Volkswagen;Tiguan;2018;Coupe;Diesel;Automatic;63584;7497,00;good;Rocha do Sul;BA;Brazil;7;9083,43
Tesla;Model Y;2012;Coupe;Diesel;Manual;161978;2513,00;good;Andersonfurt;IL;US;13;12459,85
Ford;F-150;2011;Hatchback;Petrol;CVT;166441;1142,00;good;Port Elizabeth;LP;South Africa;14;11888,64
Skoda;Slavia;2015;MPV;Hybrid;Automatic;114950;3053,00;excellent;East Zacharyshire;TAS;Australia;10;11495,00
Mercedes-Benz;C-Class;2007;Crossover;Hybrid;Manual;165950;1232,00;salvage;Casa Grande;RJ;Brazil;18;9219,44
Ford;Explorer;2015;Van;CNG;Automatic;75503;4503,00;excellent;Rios;BA;Brazil;10;7550,30
Mahindra;Bolero;2013;Convertible;Hybrid;Manual;183467;1992,00;good;Lopes;IDF;France;12;15288,92
Maruti;Ertiga;2018;Van;Petrol;Automatic;186567;2513,00;fair;東久留米市;Kanagawa;Japan;7;26652,43
Mahindra;Bolero;2014;Van;Hybrid;Manual;288586;1311,00;good;横浜市青葉区;Aichi;Japan;11;26235,09
Volkswagen;Jetta;2016;Pickup;Hybrid;Automatic;92532;5995,00;excellent;Cochranshire;NB;Canada;9;10281,33
Audi;A6;2018;Van;Plug-in Hybrid;Automatic;107563;11373,00;good;Sainte Édith;HDF;France;7;15366,14
BMW;3 Series;2020;SUV;Petrol;Automatic;77014;20858,00;good;Gaya;HR;India;5;15402,80
Nissan;Altima;2006;Hatchback;Petrol;Manual;340338;1224,00;like new;Dharmavaram;DL;India;19;17912,53
Kia;Sonet;2012;Van;Petrol;Manual;134861;1499,00;good;Lisatown;ENG;UK;13;10373,92
Tata;Altroz;2012;MPV;Petrol;Automatic;212864;1261,00;excellent;New Adamport;ENG;UK;13;16374,15
Honda;Amaze;2007;Sedan;Electric;Manual;102778;1159,00;like new;East Dianeside;TX;US;18;5709,89
Honda;City;2020;MPV;Petrol;Manual;79060;11652,00;excellent;Grimmen;RP;Germany;5;15812,00
Ford;Explorer;2020;SUV;Diesel;Automatic;56531;11634,00;desconhecido;Porto;AM;Brazil;5;11306,20
Maruti;Ertiga;2012;Pickup;Petrol;Manual;136109;1179,00;fair;Port Elizabeth;FS;South Africa;13;10469,92
Tata;Harrier;2021;Pickup;Petrol;Manual;62434;11167,00;good;West Brianna;TAS;Australia;4;15608,50
Hyundai;i20;2013;SUV;Plug-in Hybrid;Manual;102697;2877,00;good;South Jeremy;CA;US;12;8558,08
Skoda;Octavia;2017;Hatchback;Petrol;Automatic;141512;1852,00;salvage;Siliguri;GJ;India;8;17689,00
Audi;A4;2014;Coupe;Petrol;CVT;165087;4948,00;good;Unnao;KA;India;11;15007,91
Ford;Maverick;2014;Sedan;Plug-in Hybrid;Automatic;136145;2682,00;good;Ravensburg;RP;Germany;11;12376,82
Maruti;Baleno;2012;Van;Petrol;Manual;97582;1320,00;fair;Atkinsonberg;SK;Canada;13;7506,31
Audi;A6;2010;Coupe;Petrol;Automatic;196809;1875,00;good;Lake Ashleystad;GA;US;15;13120,60
Toyota;Innova;2013;Sedan;Petrol;CVT;306648;1466,00;good;Sasaram;TN;India;12;25554,00
Honda;Amaze;2019;Pickup;Diesel;Automatic;63171;10164,00;fair;South Suzannehaven;SCT;UK;6;10528,50
Nissan;Altima;2015;Coupe;Petrol;DCT;95310;3004,00;fair;Billyborough;SCT;UK;10;9531,00
Volkswagen;Taigun;2024;Sedan;Petrol;Automatic;25100;21126,00;good;長生郡白子町;Osaka;Japan;1;25100,00
Ford;F-150;2015;MPV;Diesel;Manual;176963;1505,00;desconhecido;Gopalpur;RJ;India;10;17696,30
Hyundai;Creta;2020;Sedan;Petrol;Automatic;76153;6448,00;fair;West Laura;NB;Canada;5;15230,60
Mercedes-Benz;GLA;2012;MPV;Petrol;Manual;203466;2068,00;good;Ruizport;MB;Canada;13;15651,23
BMW;5 Series;2011;Sedan;Petrol;Automatic;102149;2732,00;excellent;Ferreira;PR;Brazil;14;7296,36
Audi;A4;2019;Hatchback;Diesel;Manual;93959;6987,00;good;Wattsshire;NL;Canada;6;15659,83
Honda;Civic;2014;MPV;Diesel;Automatic;114699;2129,00;good;Huntview;QC;Canada;11;10427,18
Volkswagen;Tiguan;2022;Crossover;Petrol;Manual;66559;14660,00;good;横浜市磯子区;Kanagawa;Japan;3;22186,33
Tesla;Model 3;2008;SUV;Electric;Manual;171439;1971,00;good;川崎市中原区;Fukuoka;Japan;17;10084,65
Toyota;Highlander;2007;Coupe;Petrol;Automatic;260000;1231,00;like new;Pereira;AM;Brazil;18;14444,44
Maruti;Ertiga;2020;Hatchback;Petrol;Automatic;96899;5452,00;excellent;Dindigul;TN;India;5;19379,80
Mercedes-Benz;C-Class;2020;Coupe;Petrol;Manual;60293;20773,00;excellent;Gräfenhainichen;RP;Germany;5;12058,60
Kia;Sonet;2014;Crossover;Diesel;CVT;152985;3148,00;good;RamosVille;GES;France;11;13907,73
Skoda;Octavia;2014;Crossover;Diesel;DCT;97025;2857,00;good;Martins Grande;MG;Brazil;11;8820,45
Kia;Seltos;2017;Hatchback;Hybrid;Automatic;128533;2035,00;good;Lake Veronica;NC;US;8;16066,62
Honda;CR-V;2013;Van;CNG;Manual;172579;2329,00;excellent;Oberviechtach;TH;Germany;12;14381,58
Honda;CR-V;2017;Convertible;Petrol;DCT;97962;9317,00;like new;Hapur;MH;India;8;12245,25
Hyundai;Tucson;2016;SUV;Petrol;Manual;134094;3271,00;excellent;Lake Willieshire;AB;Canada;9;14899,33
Nissan;Altima;2010;Van;Electric;CVT;298716;1252,00;salvage;Aligarh;KA;India;15;19914,40
Toyota;Corolla;2022;Crossover;Electric;Manual;31678;16052,00;fair;West Emily;ON;Canada;3;10559,33
Hyundai;Tucson;2019;Van;Plug-in Hybrid;CVT;56397;12391,00;new;South Danny;SCT;UK;6;9399,50
Tata;Harrier;2017;Hatchback;Petrol;Manual;127823;2834,00;like new;Hajipur;GJ;India;8;15977,88
Chevrolet;Malibu;2015;SUV;Petrol;Manual;94780;3802,00;good;Johannesburg;FS;South Africa;10;9478,00
Mercedes-Benz;GLC;2020;Coupe;Diesel;Automatic;121519;14273,00;good;国立市;Kanagawa;Japan;5;24303,80
Chevrolet;Malibu;2016;Coupe;Diesel;Automatic;159483;2190,00;salvage;MauryBourg;PDL;France;9;17720,33
Honda;Amaze;2015;Van;Diesel;Automatic;121449;2710,00;good;Port Elizabeth;LP;South Africa;10;12144,90
Hyundai;Sonata;2014;Hatchback;Petrol;Automatic;138976;1166,00;fair;North Crystalville;NC;US;11;12634,18
Toyota;Highlander;2024;Coupe;Electric;Automatic;10673;35921,00;like new;East Janet;ENG;UK;1;10673,00
Hyundai;Tucson;2015;Hatchback;CNG;Automatic;166941;1349,00;fair;Jamieview;ENG;UK;10;16694,10
Volkswagen;Taigun;2014;Convertible;Hybrid;Automatic;104993;4100,00;excellent;West Deanna;ON;Canada;11;9544,82
Ford;Maverick;2024;SUV;Petrol;AMT;15483;28146,00;good;Pretoria;NW;South Africa;1;15483,00
Kia;Sonet;2020;SUV;Petrol;Automatic;43214;12409,00;good;Port Anthonymouth;CO;US;5;8642,80
Maruti;Wagon R;2016;Hatchback;Diesel;Manual;98748;1202,00;salvage;Barnesland;AB;Canada;9;10972,00
Mahindra;Scorpio;2018;Sedan;Petrol;Automatic;98655;3399,00;good;North James;NC;US;7;14093,57
Tata;Harrier;2014;Hatchback;Plug-in Hybrid;Automatic;136338;1226,00;good;Almeida;AM;Brazil;11;12394,36
Mahindra;Scorpio;2017;Pickup;Hybrid;CVT;93318;4808,00;good;West Clare;WLS;UK;8;11664,75
Audi;A4;2012;Pickup;Electric;Manual;130116;5883,00;excellent;Nadiad;MH;India;13;10008,92
Skoda;Octavia;2019;Sedan;Petrol;Automatic;80746;6460,00;excellent;Bloemfontein;EC;South Africa;6;13457,67
BMW;X3;2015;Coupe;Petrol;Automatic;237977;4275,00;excellent;長生郡白子町;Tokyo;Japan;10;23797,70
Hyundai;i20;2025;SUV;Electric;Manual;102993;44412,00;good;Pretoria;FS;South Africa;0;13684,21
Hyundai;Tucson;2018;Hatchback;Electric;Manual;63968;5738,00;good;足立区;Osaka;Japan;7;9138,29
Hyundai;Tucson;2013;Coupe;Petrol;Manual;96716;2985,00;excellent;Hudsonport;ENG;UK;12;8059,67
Audi;Q5;2017;Coupe;Electric;Automatic;154173;7561,00;good;Lübz;MV;Germany;8;19271,62
Volkswagen;Tiguan;2023;Van;Petrol;Manual;16883;21262,00;good;Simonstad;SCT;UK;2;8441,50
Tesla;Model 3;2008;Sedan;Petrol;Automatic;133201;1222,00;good;East Jeffreytown;NIR;UK;17;7835,35
Tesla;Model 3;2012;Sedan;Electric;Automatic;211348;2193,00;excellent;Parbhani;HR;India;13;16257,54
Kia;Sorento;2008;Pickup;CNG;Manual;218760;1249,00;good;Lemgo;SH;Germany;17;12868,24
Chevrolet;Trax;2018;SUV;Hybrid;Manual;139392;6533,00;good;Mace;OCC;France;7;19913,14
Honda;Civic;2020;Pickup;Diesel;Automatic;37589;15739,00;good;Amystad;WA;Australia;5;7517,80
Ford;F-150;2017;Crossover;CNG;Automatic;59182;4988,00;fair;Lake Kellyton;QLD;Australia;8;7397,75
Tesla;Model Y;2010;SUV;Petrol;Automatic;178731;1368,00;salvage;Eutin;HB;Germany;15;11915,40
Hyundai;i20;2018;Coupe;Diesel;CVT;51293;8276,00;good;Tracyport;NIR;UK;7;7327,57
Honda;Accord;2017;Van;Petrol;Automatic;67394;6426,00;excellent;Allenburgh;ON;Canada;8;8424,25
Skoda;Octavia;2019;Hatchback;Electric;Automatic;73258;8489,00;like new;横浜市緑区;Aichi;Japan;6;12209,67
Audi;A6;2018;SUV;Petrol;Automatic;134037;15580,00;new;Steinfurt;SH;Germany;7;19148,14
Maruti;Ertiga;2019;Crossover;Petrol;Automatic;82844;4861,00;good;da Conceição de Azevedo;PA;Brazil;6;13807,33
Nissan;Sentra;2015;Van;Hybrid;Automatic;133728;2225,00;good;Dixonmouth;FL;US;10;13372,80
Hyundai;Tucson;2025;Coupe;Petrol;Manual;102993;33510,00;excellent;Lake Amberberg;FL;US;0;13684,21
Tata;Punch;2021;Coupe;Diesel;Automatic;66038;9769,00;like new;Jacksonmouth;SA;Australia;4;16509,50
Tesla;Model Y;2013;Van;Diesel;Automatic;126563;1588,00;salvage;Port Billyburgh;ENG;UK;12;10546,92
Hyundai;i20;2018;Hatchback;Electric;CVT;90958;5865,00;excellent;Tadepalligudem;WB;India;7;12994,00
Mahindra;Scorpio;2025;SUV;Petrol;Automatic;102993;25414,00;good;Crossland;WA;Australia;0;13684,21
Maruti;Dzire;2019;Hatchback;Petrol;CVT;97672;3284,00;excellent;da Mata;RJ;Brazil;6;16278,67
Mahindra;Bolero;2022;Hatchback;CNG;Manual;24753;6207,00;fair;Pretoria;EC;South Africa;3;8251,00
Chevrolet;Equinox;2013;Convertible;CNG;Automatic;259821;2128,00;good;Jacquetboeuf;PDL;France;12;21651,75
Volkswagen;Tiguan;2018;Convertible;Petrol;Automatic;76303;9702,00;excellent;Cape Town;NC;South Africa;7;10900,43
Toyota;Innova;2017;Pickup;Petrol;Automatic;73193;8863,00;excellent;Leão Grande;AM;Brazil;8;9149,12
Nissan;Magnite;2016;MPV;Petrol;Automatic;150804;2418,00;good;Claytonstad;ACT;Australia;9;16756,00
Tesla;Model Y;2023;Van;Hybrid;CVT;25503;35821,00;excellent;Bautzen;RP;Germany;2;12751,50
Ford;Escape;2020;Crossover;Electric;Manual;58124;12394,00;good;Cirino de Marques;BA;Brazil;5;11624,80
Mahindra;Scorpio;2013;Van;Electric;Manual;137210;1465,00;new;East London;MP;South Africa;12;11434,17
Mercedes-Benz;C-Class;2020;SUV;Diesel;CVT;36032;22681,00;good;Cape Town;WC;South Africa;5;7206,40
Toyota;Highlander;2014;Pickup;Diesel;AMT;266918;2991,00;excellent;Lemaire;PDL;France;11;24265,27
BMW;X3;2017;Van;Petrol;Manual;75412;10126,00;excellent;Lambertville;TAS;Australia;8;9426,50
Honda;Civic;2013;Sedan;Hybrid;Automatic;150960;2414,00;excellent;Amravati;HR;India;12;12580,00
Ford;F-150;2020;Crossover;Diesel;Automatic;80903;11285,00;good;Hohenmölsen;SH;Germany;5;16180,60
Kia;Sorento;2020;SUV;Diesel;Automatic;68448;10318,00;fair;Eilenburg;SN;Germany;5;13689,60
Nissan;Sentra;2016;Van;Hybrid;Automatic;129887;3081,00;excellent;Carloston;OH;US;9;14431,89
Mahindra;XUV700;2010;Sedan;Hybrid;Automatic;226899;1227,00;good;Rosenheim;MV;Germany;15;15126,60
Toyota;Tacoma;2013;Convertible;Hybrid;Automatic;177361;1761,00;fair;Melo do Sul;PR;Brazil;12;14780,08
Tata;Nexon;2020;Van;Diesel;Manual;36627;6160,00;fair;Aaronborough;NSW;Australia;5;7325,40
Skoda;Slavia;2025;Pickup;Electric;Manual;102993;44167,00;fair;Delitzsch;SH;Germany;0;13684,21
Tesla;Model 3;2015;Sedan;CNG;Manual;74091;3354,00;salvage;Port Karenchester;VIC;Australia;10;7409,10
Nissan;Altima;2016;Crossover;Petrol;Manual;66381;5108,00;good;Haydenview;NT;Australia;9;7375,67
Kia;Sorento;2020;Coupe;Petrol;Manual;72208;8145,00;fair;Bloemfontein;KZN;South Africa;5;14441,60
Hyundai;Creta;2022;MPV;Electric;Automatic;18198;20130,00;good;Port Rachelfort;WLS;UK;3;6066,00
Maruti;Ertiga;2017;Hatchback;Electric;Automatic;160734;2334,00;excellent;Benoit;HDF;France;8;20091,75
Nissan;Magnite;2019;Crossover;Petrol;Automatic;66047;9630,00;like new;Pretoria;NC;South Africa;6;11007,83
Hyundai;Creta;2020;Sedan;Hybrid;Manual;77351;8410,00;excellent;Nunes;SP;Brazil;5;15470,20
Chevrolet;Equinox;2021;Convertible;Petrol;CVT;107161;15926,00;excellent;Cordier;HDF;France;4;26790,25
Tesla;Model 3;2010;Hatchback;Petrol;Automatic;204938;1141,00;good;Malda;TN;India;15;13662,53
Chevrolet;Equinox;2021;Van;CNG;Automatic;81242;14127,00;excellent;Tirupati;WB;India;4;20310,50
Toyota;Corolla;2025;SUV;Petrol;Automatic;102993;36946,00;excellent;South Todd;NY;US;0;13684,21
Chevrolet;Malibu;2019;Hatchback;Electric;Manual;33261;7814,00;good;Novaes do Sul;BA;Brazil;6;5543,50
Volkswagen;Taigun;2007;Convertible;CNG;Automatic;249644;1221,00;good;Ericborough;WLS;UK;18;13869,11
Tesla;Model 3;2023;Pickup;Plug-in Hybrid;DCT;39613;55217,00;excellent;Kollam;KA;India;2;19806,50
Chevrolet;Malibu;2015;Convertible;Plug-in Hybrid;Manual;76392;4208,00;fair;Heatherstad;ON;Canada;10;7639,20
Mercedes-Benz;E-Class;2017;Crossover;CNG;Automatic;145485;7905,00;good;Northeim;BE;Germany;8;18185,62
Mercedes-Benz;C-Class;2022;Convertible;Petrol;Automatic;24052;40686,00;excellent;East Anneburgh;BC;Canada;3;8017,33
Audi;Q3;2013;Pickup;Petrol;CVT;306390;4565,00;like new;Thiruvananthapuram;GJ;India;12;25532,50
Hyundai;Elantra;2015;Coupe;Petrol;CVT;95366;4002,00;good;Christophermouth;QLD;Australia;10;9536,60
Tata;Harrier;2013;Coupe;CNG;Automatic;132698;1348,00;excellent;Johannesburg;EC;South Africa;12;11058,17
Ford;Escape;2019;Convertible;Hybrid;Automatic;156741;7543,00;good;長生郡長生村;Tokyo;Japan;6;26123,50
Chevrolet;Malibu;2006;Pickup;Plug-in Hybrid;DCT;383341;1152,00;good;Ahmedabad;TG;India;19;20175,84
BMW;X3;2022;Hatchback;Petrol;Manual;49199;15445,00;good;Michaelchester;CA;US;3;16399,67
Nissan;Sentra;2005;Hatchback;Petrol;Automatic;270171;1265,00;excellent;大田区;Osaka;Japan;20;13508,55
Ford;F-150;2014;SUV;Electric;Automatic;75233;3282,00;fair;Cirino;PE;Brazil;11;6839,36
Kia;Sonet;2015;Sedan;Petrol;Automatic;139725;2418,00;like new;Durban;WC;South Africa;10;13972,50
BMW;5 Series;2021;SUV;Petrol;Manual;61280;19877,00;good;Robertberg;NT;Australia;4;15320,00
Toyota;Highlander;2025;Crossover;Petrol;Manual;102993;32226,00;good;Lake Jacobview;NL;Canada;0;13684,21
Nissan;Magnite;2008;Coupe;Diesel;Manual;206764;1309,00;excellent;New Rosemaryborough;NIR;UK;17;12162,59
Mahindra;XUV700;2012;Crossover;Diesel;Automatic;159707;1193,00;desconhecido;Gonçalves das Flores;SP;Brazil;13;12285,15
Hyundai;Elantra;2017;Convertible;Electric;Manual;117808;3955,00;salvage;Ghaziabad;DL;India;8;14726,00
Ford;Explorer;2012;MPV;Petrol;Automatic;147844;1470,00;excellent;New Matthewburgh;AZ;US;13;11372,62
Volkswagen;Taigun;2005;Coupe;Petrol;CVT;195353;1176,00;excellent;West Allisonhaven;NB;Canada;20;9767,65
Ford;Explorer;2017;Hatchback;Petrol;Manual;63369;4892,00;desconhecido;North Jillberg;MI;US;8;7921,12
Hyundai;Creta;2014;Coupe;Petrol;CVT;132628;3691,00;good;Reutlingen;SL;Germany;11;12057,09
Mercedes-Benz;GLC;2021;Crossover;Petrol;Manual;54113;19389,00;good;Valenciafort;NT;Australia;4;13528,25
Skoda;Slavia;2019;Convertible;Petrol;Automatic;51494;11361,00;good;Port Stevenland;ON;Canada;6;8582,33
BMW;X5;2013;Sedan;Electric;Manual;231672;2596,00;excellent;Querfurt;HH;Germany;12;19306,00
Tesla;Model Y;2016;Pickup;Petrol;Manual;82915;10659,00;good;Port Glenn;NIR;UK;9;9212,78
Chevrolet;Equinox;2020;Crossover;Petrol;Automatic;71650;10883,00;excellent;Cape Town;GP;South Africa;5;14330,00
BMW;5 Series;2013;Sedan;Electric;CVT;149586;4119,00;excellent;新宿区;Hokkaido;Japan;12;12465,50
Nissan;Sentra;2005;Crossover;Petrol;Automatic;260000;1155,00;good;da Paz;SP;Brazil;20;13000,00
Mercedes-Benz;GLC;2024;SUV;Petrol;Manual;13662;47499,00;excellent;Souza de Albuquerque;PA;Brazil;1;13662,00
Mercedes-Benz;GLA;2013;Crossover;Electric;Automatic;67604;5473,00;good;Cape Town;WC;South Africa;12;5633,67
Maruti;Dzire;2016;Crossover;Plug-in Hybrid;Manual;52245;4095,00;good;New Jillmouth;NT;Australia;9;5805,00
Honda;Amaze;2008;Hatchback;Diesel;CVT;355239;1285,00;good;小笠原村;Hokkaido;Japan;17;20896,41
Tesla;Model 3;2005;MPV;Diesel;Manual;303471;1205,00;good;中央区;Fukuoka;Japan;20;15173,55
Kia;Sportage;2018;Van;Hybrid;Manual;163243;5584,00;excellent;Blondel;BFC;France;7;23320,43
Toyota;Innova;2012;Coupe;Diesel;AMT;318908;1305,00;fair;Jamalpur;MH;India;13;24531,38
Audi;A6;2014;Convertible;Diesel;Manual;112763;5383,00;good;Sousa de Lopes;MG;Brazil;11;10251,18
Volkswagen;Tiguan;2007;Crossover;Hybrid;Automatic;165842;1189,00;good;East Fernandoberg;MI;US;18;9213,44
Mahindra;Scorpio;2012;Crossover;Electric;Automatic;143366;1219,00;good;Teixeira;MG;Brazil;13;11028,15
Maruti;Swift;2022;Convertible;Petrol;Automatic;53690;15315,00;good;Agra;TN;India;3;17896,67
Kia;Sorento;2020;MPV;Electric;Automatic;55614;10751,00;good;Conleyport;WA;Australia;5;11122,80
Audi;A6;2018;SUV;Hybrid;Automatic;104997;8800,00;good;Casa Grande;AM;Brazil;7;14999,57
Mahindra;XUV700;2016;SUV;Petrol;Automatic;75858;3936,00;good;St. Donald;NSW;Australia;9;8428,67
Toyota;Corolla;2016;Van;Petrol;Automatic;133950;2755,00;good;New Sherry;WA;US;9;14883,33
Chevrolet;Malibu;2021;Hatchback;CNG;Manual;46260;8464,00;good;St. Amandashire;QLD;Australia;4;11565,00
Tata;Altroz;2023;Sedan;Petrol;Automatic;27073;9542,00;fair;Casa Grande da Praia;SP;Brazil;2;13536,50
Maruti;Dzire;2024;Crossover;Petrol;Automatic;14679;18189,00;good;South Helenborough;WLS;UK;1;14679,00
Audi;A6;2024;Sedan;Diesel;Automatic;25115;31664,00;good;Lacroix;NAQ;France;1;25115,00
Volkswagen;Taigun;2018;Convertible;Petrol;Manual;68785;5200,00;salvage;Mendonça de Camargo;MG;Brazil;7;9826,43
Audi;Q3;2023;Pickup;Petrol;Automatic;32499;33857,00;fair;Joshuaborough;NB;Canada;2;16249,50
Mahindra;XUV700;2025;Convertible;CNG;Automatic;102993;26247,00;good;Lacroix-sur-Guillet;NAQ;France;0;13684,21
Ford;F-150;2013;Pickup;CNG;Manual;276145;2609,00;excellent;西東京市;Tokyo;Japan;12;23012,08
Honda;Amaze;2024;Coupe;Petrol;CVT;13557;25535,00;good;Frostville;SCT;UK;1;13557,00
Volkswagen;Jetta;2021;Crossover;Petrol;Automatic;64619;12762,00;like new;Sousa do Galho;RS;Brazil;4;16154,75
Nissan;Rogue;2014;Sedan;CNG;Manual;288662;1968,00;excellent;Bischofswerda;NI;Germany;11;26242,00
Mahindra;Bolero;2017;MPV;Electric;AMT;96188;3312,00;fair;Erode;HR;India;8;12023,50
Audi;A4;2009;Convertible;Diesel;Automatic;249744;2133,00;excellent;North Olivia;QC;Canada;16;15609,00
Mahindra;Scorpio;2021;SUV;Diesel;Manual;74977;11942,00;excellent;Salmon;GES;France;4;18744,25
Ford;Escape;2025;Hatchback;Petrol;Manual;102993;21170,00;good;Whitefort;NL;Canada;0;13684,21
Tata;Punch;2016;MPV;CNG;Automatic;204334;1986,00;excellent;Madhyamgram;HR;India;9;22703,78
Nissan;Rogue;2009;Convertible;Petrol;Automatic;117677;1501,00;good;North Mark;NSW;Australia;16;7354,81
Maruti;Wagon R;2021;MPV;Electric;Manual;50225;14505,00;new;Sainte Célina;HDF;France;4;12556,25
Mahindra;Scorpio;2021;Van;Electric;Automatic;40653;11272,00;good;Johannesburg;NC;South Africa;4;10163,25
Honda;Accord;2015;Sedan;Petrol;Automatic;126200;2314,00;excellent;Cape Town;GP;South Africa;10;12620,00
Kia;Sonet;2017;Sedan;Petrol;Manual;96510;4186,00;excellent;Port Elizabeth;FS;South Africa;8;12063,75
Mercedes-Benz;E-Class;2017;Van;Diesel;CVT;169832;6752,00;good;Guntur;GJ;India;8;21229,00
Audi;A4;2021;Convertible;Electric;Manual;29963;39108,00;like new;Cavalcanti de Pastor;CE;Brazil;4;7490,75
Chevrolet;Silverado;2024;Pickup;Diesel;Manual;10990;36054,00;good;Laurentown;NIR;UK;1;10990,00
Maruti;Ertiga;2024;Convertible;Hybrid;Manual;13858;25581,00;excellent;Jacksonton;SA;Australia;1;13858,00
Tesla;Model Y;2017;Hatchback;Petrol;Automatic;198362;4920,00;new;Hünfeld;TH;Germany;8;24795,25
Ford;Escape;2014;Crossover;Hybrid;Automatic;198009;2633,00;excellent;Ilmenau;NW;Germany;11;18000,82
Toyota;Tacoma;2007;Van;CNG;Automatic;260000;1292,00;excellent;Lake Juan;NB;Canada;18;14444,44
